mail.concordconsensusenemy.able,zoreo,dga
innolife.tv,n/a,legit
realtruck.com,n/a,legit
rocqkkwlpcrguke.ru,cryptolocker,dga
licenceaccuratelywitch.map,zoreo,dga
garotasestupidas.com,n/a,legit
slatedroid.com,n/a,legit
ns1.99designs.com.au,n/a,legit
m.pregnancy-info.net,n/a,legit
ns1.cllgqmvysafbbss.ru,cryptolocker,dga
ns1.commanddeutscheswordsacrifice.pay,zoreo,dga
radaris.com,n/a,legit
groupon.pl,n/a,legit
cocotuan.com,n/a,legit
admin.getmiro.com,n/a,legit
investmentenjoyedduplicateshield.dish,zoreo,dga
travian.com.sa,n/a,legit
www1.ucovrxscbrlelxb.ru,cryptolocker,dga
m.hodesiq.com,n/a,legit
saturnonlineshop.it,n/a,legit
vxtgtsxdaufuhakzzlzeivsea.ru,goz,dga
eldiariodecoahuila.com.mx,n/a,legit
archlinux.org,n/a,legit
admin.mnogonado.by,n/a,legit
www1.kgkwpmvhcccdab.ru,cryptolocker,dga
maximiles.co.uk,n/a,legit
articlego.com,n/a,legit
sitexplosion.com,n/a,legit
citroen.com.tr,n/a,legit
profitvideo.ru,n/a,legit
ns1.penelopetrunk.com,n/a,legit
adlandpro.com,n/a,legit
musixmatch.com,n/a,legit
tapesevanescenceconsent.land,zoreo,dga
formerlyjelsoftethernet.iwc,zoreo,dga
venueopinionsstatedsterling.gold,zoreo,dga
mail.pensionssacrificexanax.tg,zoreo,dga
dev.wpsocial.com,n/a,legit
mail.receptorathleticregularly.save,zoreo,dga
gaikaex.net,n/a,legit
tobaccopleasure.com,n/a,legit
mail.horslulfqgip.ru,cryptolocker,dga
calendarlabs.com,n/a,legit
clearvoicesurveys.com,n/a,legit
alkhoirot.com,n/a,legit
bitstamp.com,n/a,legit
lomasbuscado.com.es,n/a,legit
globaltv.co.id,n/a,legit
www.marthastewart.com,n/a,legit
www.dividedseparationsuperintention.dell,zoreo,dga
pwsbvacuxprquu.ru,cryptolocker,dga
deugyysgcrew.ru,cryptolocker,dga
ns1.quebuenacompra.com,n/a,legit
printablepermanentpositionsbroad.fr,zoreo,dga
bilgisayarbilisim.net,n/a,legit
admin.todaynic.com,n/a,legit
m.proposalglobeampland.love,zoreo,dga
georgia.jp,n/a,legit
voyance-web.fr,n/a,legit
polymerwastetypically.nl,zoreo,dga
admin.glotorrents.com,n/a,legit
valentino.com,n/a,legit
hometownrubberalexandria.rich,zoreo,dga
m.skiingcarpetpregnant.krd,zoreo,dga
knowledgeadventure.com,n/a,legit
m.cojcyeswueerdo.ru,cryptolocker,dga
m.blltyhmmdynnupw.ru,cryptolocker,dga
optimizely.de,n/a,legit
admin.dndetails.com,n/a,legit
dafuqdidijustread.net,n/a,legit
oytmvpkiasbtkqq.ru,cryptolocker,dga
52pojie.cn,n/a,legit
qjdgenuqsgur.ru,cryptolocker,dga
bwaovxetfgcd.ru,cryptolocker,dga
ns1.appstore.com,n/a,legit
flightstats.co.uk,n/a,legit
wizzair.pl,n/a,legit
pjs2g211kp41uujf9ze14lg6mw.org,newgoz,dga
allmystery.de,n/a,legit
www1.985cdzt9mb4i18lp6ke9lbkp.com,newgoz,dga
cyndislist.com,n/a,legit
dev.shopstyle.com.au,n/a,legit
www.tghveusojdysydibzhbuaupqk.ru,goz,dga
ns1.bloglisting.net,n/a,legit
dev.vdudirwehiyshkt.ru,cryptolocker,dga
zeberka.pl,n/a,legit
www.kretutgmefejf.ru,cryptolocker,dga
ybkaomdcqoduqnx.ru,cryptolocker,dga
5ihekxdfj0obs0lgxy1o0weon.com,newgoz,dga
lccomic.org,n/a,legit
www1.fvlldadwutgbl.ru,cryptolocker,dga
ignoredentirepregnancyopened.wien,zoreo,dga
prachachat.net,n/a,legit
smartbear.com,n/a,legit
ns1.becomegorgeous.com,n/a,legit
designshack.net,n/a,legit
kellyservices.co.uk,n/a,legit
ns1.nwtcidmhutszvckzeqgqchi.ru,goz,dga
qturejykhfawgse.ru,cryptolocker,dga
catawiki.be,n/a,legit
inquiriesbeneficialelectedelliott.sy,zoreo,dga
mail.brtsvuexoreqjs.ru,cryptolocker,dga
www1.mousebreaker.com,n/a,legit
dev.top-libya.com,n/a,legit
ns1.condodeluxechancesutilization.qa,zoreo,dga
crmondemand.com,n/a,legit
51testing.net,n/a,legit
chancellorexaminingvirginiaangela.lt,zoreo,dga
aajscswijgwdqc.ru,cryptolocker,dga
architectsensurewelfareconstraints.ni,zoreo,dga
admin.teamviewer.com,n/a,legit
cedydscrculovllytbehda.ru,goz,dga
cabinetsgroundsretiredregistrar.no,zoreo,dga
wuxinghui.com,n/a,legit
icicibank.ca,n/a,legit
admin.pfvttkzllvxnvgiobbejbayuolj.ru,goz,dga
ns1.mimecast.co.za,n/a,legit
v9j79ca6fc4wyd1yvi1ceftz9.com,newgoz,dga
rogcpfsebsmpne.ru,cryptolocker,dga
overclockers.at,n/a,legit
filefortune.com,n/a,legit
dev.adguard.com,n/a,legit
nakshaat.com,n/a,legit
buildzoom.com,n/a,legit
pieseauto.ro,n/a,legit
lxwrhysktxlmgfl.ru,cryptolocker,dga
dev.cbtnuggets.com,n/a,legit
mail.wnvnehleqwypf.ru,cryptolocker,dga
carsensorlab.net,n/a,legit
asidepolandexercisejavascript.srt,zoreo,dga
ns1.gravity.com,n/a,legit
credit-du-nord.fr,n/a,legit
ns1.brandos.dk,n/a,legit
plqowtgrobzhwsmnugbyuoh.ru,goz,dga
comeonaussie.net,n/a,legit
mail.canstockphoto.pl,n/a,legit
codefear.com,n/a,legit
freshbookmarking.com,n/a,legit
www1.kelkootravellingclear.aaa,zoreo,dga
www.zplrpvkcargdacaxoqkvovsifl.ru,goz,dga
wigflip.com,n/a,legit
thegreekz.com,n/a,legit
www1.scienceblogs.com,n/a,legit
hostinger.pl,n/a,legit
arkivverket.no,n/a,legit
1gnw9igh08kq3u068751rwmo96.com,newgoz,dga
admin.cacammfpsgnvjgnfvsozl.ru,goz,dga
southwestgroundwatercarefuldanger.wtc,zoreo,dga
admin.last-video.com,n/a,legit
ynokooldykyi.ru,cryptolocker,dga
s8nr38tobnpg9roztc5kug7q.org,newgoz,dga
itaushopline.com.br,n/a,legit
abrahamwrappedfailures.za,zoreo,dga
mail.1heuhri10v3n7l17z4i32135ar2u.com,newgoz,dga
postnlpakketten.nl,n/a,legit
dttbmyhmvkzxqomnemknlm.ru,goz,dga
admin.linkworth.com,n/a,legit
www.medicastore.com,n/a,legit
stocksbrowsersconflict.ovh,zoreo,dga
mail.chargedirishpierrefighters.srt,zoreo,dga
ns1.truckmerchantsdirectvaccine.sm,zoreo,dga
complimentaryworldofferingfederal.im,zoreo,dga
www.violencehardwarejennifer.ec,zoreo,dga
spreadshirt.dk,n/a,legit
erowapi.com,n/a,legit
hyundai.com,n/a,legit
hostingraja.in,n/a,legit
www1.parsigate.com,n/a,legit
xinggan.com,n/a,legit
www.earth-chronicles.ru,n/a,legit
dev.cklsswuofjqymsa.ru,cryptolocker,dga
www.gyamtnzcqbewgydbeqwkfmvbm.ru,goz,dga
1bg1tq76d7cp5hnmat1j2kq3b.org,newgoz,dga
www.hvgvabahdqhoc.ru,cryptolocker,dga
swiatkwiatow.pl,n/a,legit
enjoyedwindowpalmerofficials.song,zoreo,dga
nrlkchpbreldrg.ru,cryptolocker,dga
gujaratuniversity.org.in,n/a,legit
everytown.info,n/a,legit
travian.no,n/a,legit
telepisodes.ch,n/a,legit
12jfghs1btvp8v13fdtk6158rs9e.org,newgoz,dga
ns1.13b3iwq8sqdxsu4mrvnuzgyhg.biz,newgoz,dga
www.engnipgnmpuepyi.ru,cryptolocker,dga
ultrafiles.net,n/a,legit
psndealer.com,n/a,legit
www1.centerfold-babes.net,n/a,legit
dev.lthfaxbqruiyoo.ru,cryptolocker,dga
dev.wpbeginner.info,n/a,legit
corporationsencouragedtracking.tg,zoreo,dga
x-minus.org,n/a,legit
bookchums.com,n/a,legit
admin.tntyaunstwwk.ru,cryptolocker,dga
whborogxnxxbhxw.ru,cryptolocker,dga
flqnvntrkete.ru,cryptolocker,dga
hotlink.com,n/a,legit
victorianurserydroppedcharity.meet,zoreo,dga
vlpcjkrnpeyi.ru,cryptolocker,dga
m.jawharafm.net,n/a,legit
www1.bloggingproceedsendifenzyme.coop,zoreo,dga
valuesbuiltflashersspray.thd,zoreo,dga
bsnddjxfrnqf.ru,cryptolocker,dga
footaction.com,n/a,legit
consumersenergy.com,n/a,legit
carambatv.ru,n/a,legit
msolppcfigufx.ru,cryptolocker,dga
fulltono.com,n/a,legit
www1.quechoisir.org,n/a,legit
ahashare.com,n/a,legit
ehealthforum.com,n/a,legit
familycheapestservedexpiration.vu,zoreo,dga
liquidultramcampbellqualify.ftr,zoreo,dga
mail.1lv1inf4joyq2i2b3wg1x30w94.com,newgoz,dga
meioemensagem.com.br,n/a,legit
icontact-archive.com,n/a,legit
bncxeivgwkwrv.ru,cryptolocker,dga
skyscanner.pt,n/a,legit
secretariatslaveparkinggarbage.mba,zoreo,dga
www.drkhljxphxknkobemxwvgcy.ru,goz,dga
admin.nqktirfigqfyow.ru,cryptolocker,dga
wemeiinibimln.ru,cryptolocker,dga
admin.soundwomenbronze.co,zoreo,dga
tgrqkxfqsnfrgdhgutfaxg.ru,goz,dga
binary-options-method.com,n/a,legit
z1mtwv1rb65qwursgo2j5qgsb.biz,newgoz,dga
m.maidezhi.com,n/a,legit
137u4ivttodwj1ifhsmq17lujl2.net,newgoz,dga
dev.giochiperragazze.com,n/a,legit
admin.packardbell.ru,n/a,legit
pensamedia.org,n/a,legit
www.categoriesnextelcitizen.ac,zoreo,dga
medyafaresi.com.tr,n/a,legit
dev.fujifilm.com.au,n/a,legit
hyelsmlalxal.ru,cryptolocker,dga
editionpuzzlessweet.sbs,zoreo,dga
ns1.xbyycitohzwoxghaqubu.ru,goz,dga
pugorxvcipqjatl.ru,cryptolocker,dga
pal-blog.jp,n/a,legit
arrivesinclusiveposingsomebody.pw,zoreo,dga
admin.travelguru.com,n/a,legit
ns1.imagecomics.com,n/a,legit
idahostatesman.com,n/a,legit
m.bricorama.fr,n/a,legit
xxxvideosex.org,n/a,legit
vsnlhdhuxoormh.ru,cryptolocker,dga
skmlwhhtohxp.ru,cryptolocker,dga
bestvpnservice.com,n/a,legit
egy-press.com,n/a,legit
justdirectory.org,n/a,legit
www1.release-news.com,n/a,legit
eazy2pay.com,n/a,legit
babynames.org.uk,n/a,legit
mail.dealextreme.com,n/a,legit
radioswilsondesertdeserve.az,zoreo,dga
dev.ciscopress.com,n/a,legit
activechamberresultingwearing.sex,zoreo,dga
dev.toyoko-inn.com,n/a,legit
mail.namequery.com,n/a,legit
duplicatemolecularpackage.info,zoreo,dga
orutugracdhbxvv.ru,cryptolocker,dga
www.coxbusiness.com,n/a,legit
halloweenhispanicmelbournesupport.immo,zoreo,dga
geekbuying.com,n/a,legit
www1.skechers.de,n/a,legit
acquisio.com,n/a,legit
www1.transferbigfiles.com,n/a,legit
blogcindario.com,n/a,legit
ieswwkxwioxdy.ru,cryptolocker,dga
www1.igvdlpdphcdl.ru,cryptolocker,dga
piiiggrexddgboa.ru,cryptolocker,dga
harmfuldrainearned.vg,zoreo,dga
viewphp.com,n/a,legit
admin.zvraceny.cz,n/a,legit
finansgundem.com,n/a,legit
simplepie.org,n/a,legit
1291xpd69xnvqo8qi11ldub0s.org,newgoz,dga
teknosa.com,n/a,legit
dogbywndtuod.ru,cryptolocker,dga
freewebspace.net,n/a,legit
itmedia.es,n/a,legit
abcarticledirectory.com,n/a,legit
logisticscorrectionwarcraftsciences.mom,zoreo,dga
sloveniaprovidingexpertisedocuments.prof,zoreo,dga
m.1jtj3soafwmijza8ssu43g6yt.biz,newgoz,dga
fyhzdxbafypnbadihlrrcr.ru,goz,dga
dev.freelibros.org,n/a,legit
incentivesvictorcasinosthumbnail.li,zoreo,dga
capturedcomparingregularly.golf,zoreo,dga
arbitraryhormonesubmittedmeant.gent,zoreo,dga
mail.yogajournal.de,n/a,legit
shieldinformationaloccupations.ad,zoreo,dga
adsdumpo.com,n/a,legit
ns1.veokjxulxspx.ru,cryptolocker,dga
1p6lqjj11ilkhhfq2colljbllv.net,newgoz,dga
ucitpfanodhqpyi.ru,cryptolocker,dga
1czad2m1uusuxrum0831namnhf.net,newgoz,dga
alicejapan.co.jp,n/a,legit
dev.isprimecdn.com,n/a,legit
tribespiecewires.bike,zoreo,dga
thinkstockphotos.es,n/a,legit
kxyklrxsaktjhuy.ru,cryptolocker,dga
dev.1pq0tsep3hpc7sk1oy1svou5d.net,newgoz,dga
education2020.us,n/a,legit
muzbaron.com,n/a,legit
xyjrnvwsgrkgx.ru,cryptolocker,dga
m.ytbumvjdyltcheubuzydyhkb.ru,goz,dga
savetube.com,n/a,legit
www1.malawihappinessundergraduate.zip,zoreo,dga
solomatictraffic.com,n/a,legit
niazerooz.com,n/a,legit
mauforum.ru,n/a,legit
www.drudgereport.com,n/a,legit
gp0ri71iespzt1fjnhp813fl6od.com,newgoz,dga
xaehilvtpirfemprgaaqoftwam.ru,goz,dga
herbalife.cn,n/a,legit
www1.minorsolelybillingenemy.ski,zoreo,dga
123triad.com,n/a,legit
teacherepsonopponentsblessed.sk,zoreo,dga
fmdlitjeordx.ru,cryptolocker,dga
frandroid.com,n/a,legit
closesaccessorytennessee.how,zoreo,dga
1wcsrj73ya1wo1896zaf1pqggu5.net,newgoz,dga
srvepliyllwgpm.ru,cryptolocker,dga
sfshare.se,n/a,legit
m.opinionsstructwealthcharter.ibm,zoreo,dga
jnvahlndxpvcb.ru,cryptolocker,dga
sitoincontri.com,n/a,legit
babesxworld.com,n/a,legit
krownthemes.com,n/a,legit
adhitzads.com,n/a,legit
noveldownload.ir,n/a,legit
11b3ou81xu34m2x6qo3i1pdl20g.biz,newgoz,dga
admin.gjmonbbcjxmnq.ru,cryptolocker,dga
concludedremainderadditionpetroleum.vn,zoreo,dga
criticalveteranspride.wiki,zoreo,dga
birchbox.co.uk,n/a,legit
qualcomm.co.in,n/a,legit
followgram.net,n/a,legit
6sicuro.it,n/a,legit
mobileraffles.com,n/a,legit
proshareng.com,n/a,legit
www1.wotreplays.com,n/a,legit
qoqkajckdcelab.ru,cryptolocker,dga
m.fbilnycvmasdpo.ru,cryptolocker,dga
www.downparadiz.com,n/a,legit
delcotimes.com,n/a,legit
tnflptgmjyjl.ru,cryptolocker,dga
m.pornos-kostenlos.eu,n/a,legit
mail.antenna.nl,n/a,legit
xviwvnydkvajaao.ru,cryptolocker,dga
otdtjvybrsco.ru,cryptolocker,dga
1pdlm0gow5mos1j3ares16g0y1p.net,newgoz,dga
ptcscrutiny.com,n/a,legit
cxkuqrcxqkynep.ru,cryptolocker,dga
thirdage.com,n/a,legit
