id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
94395,Argentina,"Smoky and rubbery on the nose, with some green oak aromas. The palate has a soft, pasty quality to it as well as flavors of black cherry and mildly roasted berries. Finishes sort of bland and slightly herbal. Good but entirely basic in its approach.",,85,11.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Cristobal 1492 2007 Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Cristobal 1492
37895,Italy,"Here's a successful Valpolicella Classico that offers the right measure of heft and concentration while never losing sight of its informal, easy personality. Thick concentration, carob, cooked fruit and prune are backed by a sharp, brambly berry note.",,85,16.0,Veneto,Valpolicella Classico,,,,Stefano Accordini 2010  Valpolicella Classico,"Corvina, Rondinella, Molinara",Stefano Accordini
26410,France,"Initially rough around the edges, this wine opens up to give warm red berry fruits, firm tannins and a solid structure. Underlying tannins give a dry core. A more juicy, fresh aftertaste means this wine needs some aging. Drink from 2017.",,88,25.0,Bordeaux,Listrac-Médoc,,Roger Voss,@vossroger,Château Saransot-Dupré 2011  Listrac-Médoc,Bordeaux-style Red Blend,Château Saransot-Dupré
77203,Chile,"Charred, smoky aromas are crisp and toasty. A muscled palate is tightly structured, while flavors of wood spice and lightly herbal berry fruits play out on the finish. Drink this blend of 85% Cabernet Sauvignon and 15% Carmenère through 2020.",B Estate Bottled,90,36.0,Maule Valley,,,Michael Schachner,@wineschach,Balduzzi 2013 B Estate Bottled Cabernet Sauvignon-Carmenère (Maule Valley),Cabernet Sauvignon-Carmenère,Balduzzi
113995,US,"A whiff of Bourbon and vanilla introduces this block selection, then leads into a fine-tuned palate with blue plum, cola, clean earth and graphite. It's elegant without being thin, and pushes through gracefully to a lingering, perfectly balanced finish.",Big Tree Block,92,70.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Sokol Blosser 2011 Big Tree Block Pinot Noir (Dundee Hills),Pinot Noir,Sokol Blosser
106559,US,"A scent and flavor of vitamin pill pervades this attenuated wine. The fruit hovers around flavors of rhubarb and pomegranate, and the overall impression is that the wine needs more time to pull itself together.",,85,42.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Patterson 2011 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Patterson
37670,Italy,"This is a first class, slightly oaked Pinot Bianco that achieves wonderful balance between fruity and buttery notes. It's opulent, compelling, creamy and rich with persistent nutty flavors on its long finish.",Bianco degli Ulivi,92,52.0,Northeastern Italy,Collio,,,,Aldo Polencic 2006 Bianco degli Ulivi Pinot Bianco (Collio),Pinot Bianco,Aldo Polencic
39653,US,"This wine has the solid tannins the mountain is known for, and ripe flavors of blackberries, currants, cherries and chocolate, enriched with new oak. At twenty bucks, and with a low production, it's a stunning value. With real elegance and even ageworthiness, it's one of the best at its price point available now.",Lot 47,91,20.0,California,Diamond Mountain District,Napa,,,Cameron Hughes 2005 Lot 47 Cabernet Sauvignon (Diamond Mountain District),Cabernet Sauvignon,Cameron Hughes
82066,Italy,"A blend of Syrah and Sangiovese, this salmon-colored wine opens with aromas of peach blossom and honeysuckle. The palate doles out juicy red cherry, nectarine, pink grapefruit and a hint of Mediterranean herb alongside zesty acidity.",Belguardo,88,16.0,Tuscany,Toscana,,Kerin O’Keefe,@kerinokeefe,Mazzei 2013 Belguardo Red (Toscana),Red Blend,Mazzei
75856,South Africa,"This is the midrange wine in Danie de Wet's clutch ofChardonnays, proof that the hot climate of Robertson is no bar to making fine white wines. With its steely character, this is the most French wine, almost Chablis in style, from this producer. Spices, green plums, kiwifruit are all there, as is fresh, crisp acidity.",Bateleur,90,20.0,Robertson,,,Roger Voss,@vossroger,De Wetshof 2000 Bateleur Chardonnay (Robertson),Chardonnay,De Wetshof
65747,US,"Here's a big, rich, tannic Syrah that's full bodied and dense, and exploding with blackberry, currant, mocha, cedar and spice flavors. Notable for its tannin structure, it's clearly made from well-grown grapes, and balanced in structure. It's resistant now, however, holding its best under a cloak of astringency. Should begin to mellow around 2015 and really take off through 2020.",Bien Nacido Vineyard Z Block,91,59.0,California,Santa Maria Valley,Central Coast,,,La Fenêtre 2009 Bien Nacido Vineyard Z Block Syrah (Santa Maria Valley),Syrah,La Fenêtre
47531,France,"A touch of yeasty funk still clings to the pear-fruit nose. The palate brims with ripe juicy pear, helped along by some residual sweetness, and is contained by a pleasantly bitter zestiness. The body is slender but rounded and pervasive. A lively freshness lets it finish dry.",Cuvée Particulière,88,17.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Jean-Marc Bernhard 2016 Cuvée Particulière Pinot Gris (Alsace),Pinot Gris,Jean-Marc Bernhard
73701,US,"Bold, juicy dark cherry and cola drift along a bed of rose petals. Ripe and full bodied, this wine manages to be soft and spicy on the midpalate, then delivers a lengthy, complex finish that's girded in structured tannin.",Fox Den Vineyard,91,62.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,The Calling 2014 Fox Den Vineyard Pinot Noir (Russian River Valley),Pinot Noir,The Calling
82199,Italy,"Honeysuckle, almond and orchard-fruit aromas take center stage. On the off-dry palate, fresh acidity brightens green apple, white peach and a citrusy note backed by a soft perlage.",Extra Dry,87,22.0,Veneto,Prosecco,,Kerin O’Keefe,@kerinokeefe,De Stefani 2016 Extra Dry  (Prosecco),Glera,De Stefani
18972,Portugal,"From a winery that only started operations in 2001, one of the new wave in the Alentejo. This Reserva is in a modern, smooth style, big and powerful. But there's one welcome wrinkle in all this smooth fruit, and that is a dash of Cabernet Sauvignon which gives just the right amount of tannins and interestingly fresh acidity.",Reserva,89,,Alentejano,,,Roger Voss,@vossroger,Herdade de São Miguel 2005 Reserva Red (Alentejano),Portuguese Red,Herdade de São Miguel
63869,US,"Pretty cherry fruit is at the center here, with light scents of fresh cut tobacco. The blend is two thirds Syrah, one third Cabernet Sauvignon, balanced and highlighted by a streak of cinnamon toast.",2 Spires Red,87,28.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,William Church 2008 2 Spires Red Red (Columbia Valley (WA)),Red Blend,William Church
39902,US,"Lots of raspberry, cherry, vanilla and new oak richness in this Pinot Noir, and it's dry and silky. Would score higher except for intrusive acidity that cuts through the mouth like a scalpel. That makes it unbalanced, even though it's delicious.",Durell Vineyard,87,55.0,California,Sonoma Coast,Sonoma,,,Three Sticks 2008 Durell Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Three Sticks
40981,Italy,Drying mineral tones are backed by stone fruit and chamomile to shape a linear and tonic Prosecco Brut with bright acidity and lively effervescence. The wine would pair well with pasta salad and appetizers.,Brut,86,20.0,Veneto,Prosecco di Conegliano,,,,Domenico de Bertiol NV Brut  (Prosecco di Conegliano),Prosecco,Domenico de Bertiol
105497,France,"A very perfumed wine, almost heady, with its herbal and wild flower aromas. The wine is still closed up, darkly tannic and very firm. At the same time, black fruits show the same perfumed character. This is very flavorful and structured. Drink this unusual wine from 2014.",,89,24.0,Beaujolais,Fleurie,,Roger Voss,@vossroger,Clos des Bachelards 2010  Fleurie,Gamay,Clos des Bachelards
67118,US,"This wine draws a lot of its flavor power from oak, which is evident from the spicy, cinnamon aroma to the lightly sweet maple flavor and finish. Not too full bodied, it is also light in tannins and rather easy on the palate.",,88,16.0,California,California,California Other,Jim Gordon,@gordone_cellars,Great American Wine Company 2014 Cabernet Sauvignon (California),Cabernet Sauvignon,Great American Wine Company
79925,US,"High and tight aromas of cranberry, anise and thyme characterize the nose of this clonal study by Sabrine Rodems. Chaparral scrub shows at the tip of the sip and then broadens toward strawberry in the midpalate before tightening around pencil lead and herbes de provence flavors.",Swan 828,91,35.0,California,Monterey,Central Coast,Matt Kettmann,@mattkettmann,Wrath 2013 Swan 828 Pinot Noir (Monterey),Pinot Noir,Wrath
43899,US,"This is an outlier in the Brian Carter lineup of Euro-style blends, a single vineyard, pure varietal Cabernet. As such, it drills down deeply into the character of Washington terroir as captured in a Cab-friendly site, the Stone Tree Vineyard in the heart of the Wahluke Slope AVA. Dark, deep, concentrated, smoky, with tendrils of earth and rock reaching all the way through the tart and tannic finish.",Stone Tree Vineyard 1,92,48.0,Washington,Wahluke Slope,Columbia Valley,Paul Gregutt,@paulgwine ,Brian Carter Cellars 2008 Stone Tree Vineyard 1 Cabernet Sauvignon (Wahluke Slope),Cabernet Sauvignon,Brian Carter Cellars
398,Chile,"On the plump but balanced side, with a perfumed nose that's almost sweet for SB. In the mouth, it's fairly lively and lifted, with nectarine and melon flavors that morph into pink grapefruit on the finish. Decent quality; will get the job done.",Estate Selection,85,13.0,Curicó Valley,,,Michael Schachner,@wineschach,Aresti 2008 Estate Selection Sauvignon Blanc (Curicó Valley),Sauvignon Blanc,Aresti
106937,Italy,This is a fresh and fun rosé sparkling wine that offers subtle tones of cranberry and wild berry backed by touches of mint and sweet almond. Its personality is good natured and simple.,Rosé,83,,Veneto,Veneto,,,,Zonin NV Rosé Sparkling (Veneto),Sparkling Blend,Zonin
49330,Italy,"Selezione Massimo is a dense and concentrated Brunello that delivers dark fruit, espresso, cola, blackberry and licorice. It's a beautiful interpretation of the Montalcino territory, executed with a bold, modern flair. Oak tones characterize the wine.",Selezione Massimo,94,100.0,Tuscany,Brunello di Montalcino,,,,Villa Le Prata 2006 Selezione Massimo  (Brunello di Montalcino),Sangiovese Grosso,Villa Le Prata
71178,Spain,"Méntrida is an island wine region in the middle of central Spain, and this blend of Garnacha and Syrah is lively, juicy and delicious. The nose is deep and luscious, with mounds of cassis and blackberry. The spunky palate shows big tannins but plenty of offsetting fruit and pulp. Finishing notes of chocolate and pepper leave a positive lasting impression. Should age for several more years; 400 cases produced.",,91,24.0,Central Spain,Mentrida,,Michael Schachner,@wineschach,Tres Patas 2005 Grenache-Syrah (Mentrida),Grenache-Syrah,Tres Patas
3914,Italy,"Aromas of apple, spring flower, bread crust and crushed rock come together in the glass. The brisk palate offers unripe Kaiser pear, citrusy notes and mineral set against a backbone of racy acidity.",Eichorn,87,30.0,Northeastern Italy,Alto Adige Terlano,,Kerin O’Keefe,@kerinokeefe,Manincor 2014 Eichorn Pinot Bianco (Alto Adige Terlano),Pinot Bianco,Manincor
42103,France,"A soft, dilute wine, this is gently fruity. Acidity gives a lift at the end. Drink now.",La Crepillionne,83,19.0,Burgundy,Mâcon-Villages,,Roger Voss,@vossroger,Pierre-Yves et Olivier Fichet 2016 La Crepillionne  (Mâcon-Villages),Chardonnay,Pierre-Yves et Olivier Fichet
45141,US,"Made from 100% Sangiovese, grown on the shores of Lake Chelan, one of Washington's newest and smallest AVAs. The extra year in bottle has softened and opened the aromas, which bring exceptional complexity to what might appear to be a more simple wine. Not just fruity, though there is plenty of tangy strawberry nectar, along with hints of orange peel and chai tea. The complexity here is remarkable.",Shameless Hussy,90,22.0,Washington,Lake Chelan,Columbia Valley,Paul Gregutt,@paulgwine ,Hard Row To Hoe 2009 Shameless Hussy Rosé (Lake Chelan),Rosé,Hard Row To Hoe
129850,Italy,"Here's an Aglianico from Campania with bright cherry flavors, almond nut nuances and lasting shadings of mineral and earth. It offers bright fruit in the mouth and a crisp but firm close.",,86,24.0,Southern Italy,Campania,,,,Macchialupa 2006 Aglianico (Campania),Aglianico,Macchialupa
39828,Germany,"Zesty, waxy aromas of lime peels and crushed stones belie the bright grapefruit and tangerine flavors in this dry, yet deeply mineral-laden Riesling. It's softly textured on the palate, with bright yet lenient acidity that leads into a lingering lemon-lime finish.",Junge Reben Kabinett Trocken,90,28.0,Rheingau,,,Anna Lee C. Iijima,,August Kesseler 2011 Junge Reben Kabinett Trocken Riesling (Rheingau),Riesling,August Kesseler
28459,Argentina,"Green and herbal, with a mix of jammy raspberry and weediness to the nose. The palate feels heavy and grabby, while the flavor profile holds onto the bouquet's herbal, tomatoey quality. Overly peppery and green throughout.",Artist's Collection,82,10.0,Other,Cafayate,,Michael Schachner,@wineschach,Salvatore Principe 2008 Artist's Collection Cabernet Sauvignon (Cafayate),Cabernet Sauvignon,Salvatore Principe
65210,France,"A rich, chocolaty wine, with the structure right up front. Under the same ownership as Château Montrose, this is a wine that reveals all its attractions early with sweet blackberry fruit and powerful tannins. There is some freshness as well, giving fruitiness and acidity at the end.",,93,,Bordeaux,Saint-Estèphe,,Roger Voss,@vossroger,Château Tronquoy-Lalande 2010  Saint-Estèphe,Bordeaux-style Red Blend,Château Tronquoy-Lalande
52664,US,"Emerging winemaker Giovanni Grandinetti is one to watch. In this bottling he blends co-fermented lots of 60% Syrah and 40% Grenache from Bien Nacido and Murmur vineyards to produce aromas reminiscent of venison in a rainbow peppercorn glaze, with touches of tar and crushed graphite. The palate is likewise quite gamy and tarry, with dried beef and teriyaki touches.",Good Fences,92,42.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Lost Blues 2013 Good Fences Syrah-Grenache (Santa Maria Valley),Syrah-Grenache,Lost Blues
13405,US,"A bit rustic and heavy, with extracted jammy fruit but lacking a certain vivacity and sharpness in the mouth. Good enough for the price. Production was 12,500 cases.",Heritage,86,19.0,California,Sonoma County,Sonoma,,,Dry Creek Vineyard 2008 Heritage Zinfandel (Sonoma County),Zinfandel,Dry Creek Vineyard
8458,Italy,"This wine's most outstanding quality is the elegant and delicate manner with which the bouquet slowly reveals itself. This vineyard-designate wine is a traditional blend of Sangiovese and Canaiolo, opening with subtle aromas of red cherry, dried violet, moist earth, vanilla and cured meat.",Rubesco Riserva Vigna Monticchio,92,57.0,Central Italy,Torgiano,,,,Lungarotti 2007 Rubesco Riserva Vigna Monticchio Red (Torgiano),Red Blend,Lungarotti
123705,France,"Hints of honeysuckle are very restrained on the nose. The palate is dry and shaped by rounded lemony freshness and hints of zesty spice. This is wonderfully light and deeply aromatic, but not obviously so. A wonderfully subtle expression of Muscat.",,90,16.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Allimant-Laugner 2015 Muscat (Alsace),Muscat,Allimant-Laugner
12502,US,"Enticingly nutty on the nose, with hints of smoke, yeast and apricot kernel, this 2003 vintage bottling from Swedish Hill shows promising signs of development. While fairly aggressive on the attack, it's clean and lemony on the palate, with a softly saline, sea breeze note on the finish.",Brut,86,25.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Swedish Hill 2003 Brut Sparkling (Finger Lakes),Sparkling Blend,Swedish Hill
39113,US,"As salty as preserved lemon brine, this wine is medium-bodied, with integrated oak, having aged in 33% new French barrels. Golden delicious apple and a spicy bite of quince round out the subtle fruit flavors, bolstered by gravelly texture.",Sweetwater Springs Vineyard,91,45.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Brick & Mortar 2015 Sweetwater Springs Vineyard Chardonnay (Russian River Valley),Chardonnay,Brick & Mortar
126520,US,"Soft, slightly hot and peppery in alcohol, but very dry, this Merlot shows intense flavors of cherry marmalade, blackberry essence, dark chocolate and cedar. It's a rich wine to drink with grilled steak. The tannins will balance out the meaty richness.",Unfiltered,92,60.0,California,Napa Valley,Napa,,,Newton 2006 Unfiltered Merlot (Napa Valley),Merlot,Newton
101052,Portugal,"A classic 10-year old tawny, hovering tantalizingly between wood-aged flavors and fruit. It comes down just on the side of the wood flavors, suggesting the blend has some older wines in it. It is a deliciously drinkable, not too dry, wine.",Ten Year Old Aged Tawny,89,34.0,Port,,,Roger Voss,@vossroger,Quinta do Portal NV Ten Year Old Aged Tawny  (Port),Port,Quinta do Portal
59044,US,"Light in color for a Cabernet, this conveys black currant, fresh blackberries and coffee. It's a bit thin in the middle but remains pleasant and straightforward on the edges.",,85,11.0,Idaho,,,Sean P. Sullivan,@wawinereport,Ste. Chapelle 2012 Cabernet Sauvignon,Cabernet Sauvignon,Ste. Chapelle
39493,US,"Cabernet Franc often shows more stem and herb than either Merlot or Cabernet Sauvignon, but here there is little else to hang your hat on. Hard, chewy and tannic, it might best be drunk with a grilled steak, so those tough tannins are put to work.",,83,28.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Cave B 2008 Cabernet Franc (Columbia Valley (WA)),Cabernet Franc,Cave B
94268,Italy,"Easy on the nose and mouth, offering simple aromas of cherry, blueberry and white almond. In the mouth, it delivers an informal, lean approach.",Campo Santa Lena,83,13.0,Veneto,Valpolicella Classico,,,,Villa Monteleone 2009 Campo Santa Lena  (Valpolicella Classico),"Corvina, Rondinella, Molinara",Villa Monteleone
54220,France,"This crisp, tangy wine is packed with citrus flavors. Brightly textured with a mineral edge, it is fruity, hinting at spice along with a floral, fresh character.",Domaine des Chenevières,87,22.0,Burgundy,Mâcon-Villages,,Roger Voss,@vossroger,Georges Duboeuf 2014 Domaine des Chenevières  (Mâcon-Villages),Chardonnay,Georges Duboeuf
15153,US,"A blend from several of the producer's finest vineyards, including Georganne, Flax, Olivet Lane and Klopp, this offers complex notes of smoky lavender and licorice. Velvety texture underlies mouth-coating flavors of blackberry jam, pomegranate and cardamom, finishing tartly in acidity.",,93,48.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Merry Edwards 2014 Pinot Noir (Russian River Valley),Pinot Noir,Merry Edwards
63851,France,"89–91. Barrel sample. Intense acidity and bright black-currant fruit makes this wine fresh and fruity. There's firm tannic structure at the core, but it's at the service of the fruit. This is a wine that's likely to age over the medium term.",Barrel Sample,90,,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château la Louvière 2012 Barrel Sample  (Pessac-Léognan),Bordeaux-style Red Blend,Château la Louvière
123299,Portugal,"This is a gentle, perfumed wine that is ripe and deliciously fruity. It does have a more herbal, green side as well as a tangy texture but the main impression is of a wine that is soft and ready to drink.",Colecção Privada,87,,Península de Setúbal,,,Roger Voss,@vossroger,José Maria da Fonseca 2014 Colecção Privada Verdelho (Península de Setúbal),Verdelho,José Maria da Fonseca
53023,US,"This Cabernet is a mixed bag. It's oaky and also fruity, but a little vegetal, with some green notes alongside sweet raspberry and cherry candy and caramel flavors. A real disappointment, coming after a series of good bottlings, but the vintage was difficult.",Beckstoffer Dr. Crane Vineyard,86,135.0,California,St. Helena,Napa,,,Knights Bridge 2010 Beckstoffer Dr. Crane Vineyard Cabernet Sauvignon (St. Helena),Cabernet Sauvignon,Knights Bridge
67774,US,"This white invites you in with floral, citrus and tame tropical aromas and flavors; otherwise it's soft, mid weight and integrated in oak. Made from Mendocino Wine Company's estate La Ribera vineyard, the grapes show off elevated minerality on the finish.",,88,,California,Mendocino County,,Virginie Boone,@vboone,Moniker 2012 Chardonnay (Mendocino County),Chardonnay,Moniker
44823,US,"Soft and honeyed, with vanilla-tinged flavors of all sorts of tropical fruits that finish with a spicy hit of butterscotch. A blend of Chardonnay, Muscat and Chenin Blanc.",Ménage à Trois White Table Wine,86,10.0,California,California,California Other,,,Folie à Deux 2006 Ménage à Trois White Table Wine White (California),White Blend,Folie à Deux
127062,France,"Don't be fooled by this wine. Although it looks like a typical dry Provence rosé, it's medium sweet. With Black Muscat in the blend, it's soft and perfumed, its sweetness balanced by acidity.",,85,12.0,France Other,Mediterranée,,Roger Voss,@vossroger,Maison Marcel 2016 Rosé (Mediterranée),Rosé,Maison Marcel
106314,US,"Ripe, lifted blackberry and plum notes are tinged with game and garrigue in this luscious, full-bodied Meritage. An unusual dose of Carmenère lends an earthy, savory character that balances an otherwise plush, fruity palate. The finish is framed with fine, soft tannins and a lingering spice note.",Flight,88,28.0,New York,North Fork of Long Island,Long Island,Anna Lee C. Iijima,,Osprey's Dominion 2012 Flight Meritage (North Fork of Long Island),Meritage,Osprey's Dominion
25256,Italy,"A blend of 80% Chardonnay and 20% Pinot Noir, this straightforward sparkler conveys aromas of red berry, mature apple and toasted nut. The palate offers cherry, strawberry and roasted almond notes alongside sharp acidity.",Rosé,87,36.0,Italy Other,Vino Spumante,,Kerin O’Keefe,@kerinokeefe,Costaripa NV Rosé Sparkling (Vino Spumante),Sparkling Blend,Costaripa
52325,US,"Impressive from the start for its rich blackberry and dark chocolate flavors, thick tannins and sweet overlay of smoky oak. Could be an ager, but some bitterness in the middle suggests the fruit will fall out before the tannins resolve.",,87,65.0,California,Napa Valley,Napa,,,Vellum 2008 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Vellum
61900,US,"Aged for 18 months in 100% new Virginia oak, this hefty blend of 60% Cabernet Sauvignon and 40% Tannat has a deep, bass-like nose that mixes scents of caramel, mocha and cinnamon with notes of potpourri, dark cherry and gravel. It feels fleshy and full on the palate, with chewy tannins, stunning acids and a bold, well-stated finish.",Tranquility Cabernet Sauvignon-Tannat,90,40.0,Virginia,Virginia,,,,Tarara 2010 Tranquility Cabernet Sauvignon-Tannat Red (Virginia),Red Blend,Tarara
119692,US,"The dominant 65% Grenache component makes for a pretty nose of black raspberry, candied berries and elegant violet petals. Thanks to the 35% Syrah, boysenberry, bright strawberry and light raspberry notes meet with darker hibiscus and stronger lavender and savory herbs de provence on the palate.",Grizzly,92,55.0,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Big Basin 2012 Grizzly Grenache-Syrah (Santa Cruz Mountains),Grenache-Syrah,Big Basin
104375,Argentina,"Top-notch Malbec blended with other varieties gives Corte A a chance at greatness. In its current juvenile state, the wine is fresh, expressive and exotic on the nose, with mineral, licorice and spice in addition to a lot of driving berry character. The core is a touch racy and acidic, so this is no mushy fruit bomb. Instead it is serious wine with a lot of oak, polish and pizzazz.",Corte A,92,64.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Vistalba 2006 Corte A Malbec (Mendoza),Malbec,Vistalba
50693,Italy,"Powerfully built, this opens with a potpourri of aromas including pressed rose, violet, mature berry, baking spice and a whiff of leather. Dried black cherry, licorice, pipe tobacco, nutmeg and a balsamic note wrap around the gripping palate alongside a backbone of ripe, assertive tannins. Hold for even more complexity. Drink 2020–2032.",Monvigliero Riserva,94,100.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Castello di Verduno 2009 Monvigliero Riserva  (Barolo),Nebbiolo,Castello di Verduno
105486,Austria,"Rich glints of ripe passion fruit are burgeoning on the nose. The palate has the same richness but is kept in check by wonderfully insisting, bright lemon acidity that suggests both peel and flesh. This is not really fully sweet and thus occupies an uncertain field—one which clever and innovative cooks navigate with aplomb. This is a wine for spiced, exotic dishes that involve fruit, for soft, ripe cheeses or savory fruit combos. The wine's creamy finish pulls all the elements together.",Wahre Werte Auslese,90,24.0,Niederösterreich,,,Anne Krebiehl MW,@AnneInVino,Weixelbaum 2013 Wahre Werte Auslese Sauvignon Blanc (Niederösterreich),Sauvignon Blanc,Weixelbaum
113894,US,"Bright and tart, almost sour. This is the style of rosé you want on a hot summer day. Chill it well down and drink it like a stainless-fermented white wine. The alcohol is barely over 12%––it won't hurt!",Sangiovese,85,11.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Waterbrook 2010 Sangiovese Rosé (Columbia Valley (WA)),Rosé,Waterbrook
109753,US,"Earthy like a Pinot Noir at first, but bigger boned like Syrah, this Tempranillo (with 10% Graciano blended in) has brooding mushroom notes throughout, is quite savory and has a long, peppery finish. Still very young, its tightly wound tannins will let loose over time.",,89,24.0,California,California,California Other,Virginie Boone,@vboone,Straight Line 2010 Tempranillo (California),Tempranillo,Straight Line
19741,US,"Intricate, jammy aromas of black cherry, blackberry, flowers, spice and mineral lead to plentiful black-fruit flavors. It shows the warmth of the vintage while bringing an undeniable sense of deliciousness, with lip smacking tannins backing it up.",Lost Souls Red Willow Vineyard,91,48.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Mark Ryan 2013 Lost Souls Red Willow Vineyard Syrah (Yakima Valley),Syrah,Mark Ryan
100597,Spain,"More in the Champagne style, meaning the nose is yeasty and toasty, and the color is more gold than pale yellow. The palate offers wholesome apple, lemon and green herb flavors, and the finish is dry and peppery, with some bitterness. Strives for more complexity than most cavas, and it gets there for the most part.",Brut,87,16.0,Catalonia,Cava,,Michael Schachner,@wineschach,Montsarra NV Brut Sparkling (Cava),Sparkling Blend,Montsarra
27986,Argentina,"Floral white-fruit aromas are yeasty and lack intensity. This feels mildly citric, with basic lime and green-apple flavors. A tangy easy simple finish sends this quaffable SB on its way.",,86,10.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Lucky Frog 2015 Sauvignon Blanc (Mendoza),Sauvignon Blanc,Lucky Frog
44089,Chile,"Dark gold color and buttery nose say that it was heavily oaked during its fermentation and afterward. The palate is flat and resiny. On the finish, buttered toast and some bitter, oaky leftovers hold it back.",Reserva de Familia,84,35.0,Casablanca Valley,,,Michael Schachner,@wineschach,De Martino 1999 Reserva de Familia Chardonnay (Casablanca Valley),Chardonnay,De Martino
33488,Italy,"Aromas of toasted oak, menthol, marinated plum and a hint of wet animal fur lead the nose. The palate is still tight and rather closed, offering raw red berry, licorice and oak sensations supported by raspy tannins.",Bussia Vigna dei Fantini,87,50.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Silvano Bolmida 2011 Bussia Vigna dei Fantini  (Barolo),Nebbiolo,Silvano Bolmida
87998,South Africa,"For ten bucks, this is an attractive and crowd-pleasing Chenin that boasts forward notes of baked apple, melon, sweet orange and a hint of savory herb. The balanced acidity ensures that the ripe flavors don't feel too heavy on the close.",,86,10.0,Western Cape,,,Lauren Buzzeo,@laurbuzz,Stonewalker 2010 Chenin Blanc (Western Cape),Chenin Blanc,Stonewalker
13553,US,"Simple and cola-like, it has bright flavors of strawberry and raspberry jam, with peppery, alcoholic heat, although it's basically dry. The weight is more like a rosé than a red, but it's pure and tasty.",Harvest Reserve,85,18.0,California,Monterey County,Central Coast,,,Mirassou 1998 Harvest Reserve Merlot (Monterey County),Merlot,Mirassou
54440,Argentina,"Basic, fresh, honest aromas of red-berry fruits and spice set up a wide, easygoing palate with cassis, blackberry and herbal flavors. Only on the finish does one detect some acidity and rawness. Overall this is a nice Cab for casual drinking.",1300,87,,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Andeluna 2011 1300 Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Andeluna
108973,Australia,"Nicely rendered, with varietally correct aromas of pear, citrus and almond skin. There's a bit of texture to this wine's medium-bodied palate before it eases into a clean, mouthwatering finish.",,85,10.0,Australia Other,South Eastern Australia,,Joe Czerwinski,@JoeCz,Bulletin Place 2015 Pinot Grigio (South Eastern Australia),Pinot Grigio,Bulletin Place
18995,Portugal,"This is made from the most widely planted red grape in Vinho Verde, Vinhão. It is soft and juicy with a ripe character and almond and caramel flavors. Drink now.",Casa de Paços,84,9.0,Vinho Verde,,,Roger Voss,@vossroger,Quinta de Paços 2016 Casa de Paços Rosé (Vinho Verde),Rosé,Quinta de Paços
60288,Italy,"This is modern and lush without being too obvious or cloying. In fact, it is nicely balanced, harmonious and very enjoyable. It has gorgeous intensity and balance between fruit and wood with good length on the finish.",Febo,90,38.0,Tuscany,Toscana,,,,Fattoria Sorbaiano 2004 Febo Merlot (Toscana),Merlot,Fattoria Sorbaiano
77281,US,"Slightly salty, it reveals highlights of fig and oak amidst a crisp, clean, relatively low-in-alcohol profile. It'll serve well with seafood and salads and as a straightforward sipping wine on its own.",La Bise,85,24.0,California,Dry Creek Valley,Sonoma,Virginie Boone,@vboone,Michel-Schlumberger 2012 La Bise Pinot Blanc (Dry Creek Valley),Pinot Blanc,Michel-Schlumberger
