WELL,DEPTH_MD,X_LOC,Y_LOC,Z_LOC,GROUP,FORMATION,CALI,RSHA,RMED,RDEP,RHOB,GR,NPHI,PEF,DTC,SP,ROP,DTS,DCAL,DRHO,LITHOFACIES
16/10/2001,1646.90379,444152.0625,6435553,-1621.836914,HORDALAND GP.,Utsira Fm.,13.19512463,,0.722061276,0.640482009,2.160966396,83.81969452,0.367594063,5.351915359,143.8648987,89.07628632,20.33833504,,0.695124686,-0.002621667,65000
15/09/2015,506.84,436817.9688,6462991.5,-481.8388062,NORDLAND GP.,,22.78100014,1.086367369,1.086367369,1.812269926,,61.40792847,,2.084001541,199.974411,46.71675491,23.57756615,,-3.219000101,-0.019296473,65030
15/09/2013,1579.2,437638.5938,6470978.5,-1554.123901,HORDALAND GP.,Utsira Fm.,12.61717796,,0.832826197,0.83300978,2.000912905,83.60282135,0.478014618,2.431365728,146.423584,56.79999924,25.35549927,,,-0.004271298,65000
15/09/2015,912.072,436815.4688,6462991,-887.055603,NORDLAND GP.,Utsira Fm.,17.42289925,0.756355524,0.756355524,0.864702284,2.069086313,33.17341232,,2.031970024,145.9297943,54.3146286,53.84616852,,-0.077102982,-0.00964447,30000
16/11-1 ST3,1563.601201,474575.3125,6436494.5,-1535.808716,ROGALAND GP.,Sele Fm.,13.53417301,,0.689587653,0.459077775,,38.13064194,,,173.0597534,52.59298325,6.501904011,,,,65000
16/02/2016,2065.342396,476768.3125,6523588.5,-2038.976929,ZECHSTEIN GP.,Skagerrak Fm.,8.57208252,,6.639388084,6.637343407,2.583218098,56.69310761,0.135344476,5.089383125,66.73381805,,17.55707932,142.1691742,,-0.005455798,70000
15/09/2015,584.664,436818.2188,6462991.5,-559.6620483,NORDLAND GP.,,19.25440407,1.143903494,1.143903494,1.410882831,1.976089954,82.92498779,,2.294608593,175.5505219,50.22613907,25.30630875,,1.754407883,0.0083318,65000
15/09/2015,808.56,436816.5625,6462991,-783.5494385,NORDLAND GP.,,17.03492928,1.191881776,1.191881776,1.265913129,1.925202012,77.52169037,,2.485227823,202.0718536,57.26448822,33.99931717,,-0.465070724,0.008079132,65000
16/10/2001,1919.28779,444154.3125,6435555,-1894.194214,HORDALAND GP.,Utsira Fm.,12.70540905,,0.783052802,0.689602375,2.117283106,97.66921234,0.453299254,7.586215019,110.4275208,93.96009064,13.36274052,,0.205409154,-0.011344782,65000
16/11-1 ST3,2506.001201,,,,ZECHSTEIN GP.,Smith Bank Fm.,12.47473621,,,,,6.553565025,,,68.51942444,,4.295726776,,,,88000
16/11-1 ST3,2047.721201,,,,CROMER KNOLL GP.,Aasgard Fm.,13.4728241,0.33535862,,,2.398909807,32.44878388,0.289819539,,108.8986588,,15.10711861,,,0.036236115,80000
15/09/2013,1544.696,437639.1563,6470978.5,-1519.62561,HORDALAND GP.,Utsira Fm.,14.32682037,,0.915993393,0.893587112,2.016900063,63.60268784,0.471207678,2.473726034,146.4385223,56.96160126,33.4030838,,,-0.005512902,65000
15/09/2015,1854.016,436811.3125,6462999,-1828.896118,HORDALAND GP.,Utsira Fm.,15.8243494,0.847868383,0.847868383,0.834025383,1.954246998,65.76241303,0.497435182,4.069141865,158.7086639,69.48964691,65.30457306,,3.574345589,0.12068601,65000
16/2-11 A,1346.979199,475378.125,6518604,-1269.619629,HORDALAND GP.,Skade Fm.,12.30801296,,1.084408045,1.104382992,2.064073801,103.1465225,0.432239384,2.906488419,134.3020477,,25.01830101,,,-0.008987837,65000
15/09/2013,1114.384,437640.8125,6470975.5,-1089.33606,NORDLAND GP.,Utsira Fm.,18.92802811,,1.595559716,1.883141637,1.887047768,63.92527008,,1.715773583,133.2510376,48.62052536,28.45938301,,,0.031038625,65000
15/09/2017,1334.877998,438594,6478952,-1312.839966,HORDALAND GP.,Utsira Fm.,14.12514496,1.140227795,1.300442934,1.280750632,1.93549335,77.76670837,0.521021426,2.645187855,154.6309967,33.41250992,19.56227112,,,0.004118272,65000
16/11-1 ST3,1017.161201,474567.5313,6436487,-990.1482544,HORDALAND GP.,,12.85718346,,1.272765636,1.076224327,,60.42100906,,,159.3283997,49.13705444,7.875810146,,,,65000
15/09/2015,1217.744,436812.8438,6462991.5,-1192.707764,HORDALAND GP.,Utsira Fm.,14.21127701,1.113643646,1.113643646,1.130780458,1.826488733,95.79006958,0.490442008,1.630842567,148.2037354,60.92477417,75.48703003,,1.961273551,0.024498483,65000
16/10/2003,2137.421599,460437.4063,6453743.5,-2097.131592,SHETLAND GP.,Tor Fm.,9.35351181,0.481899083,0.480742961,0.469367206,,57.10479355,0.414937824,,87.2056427,,42.59999847,165.4202576,,-0.846655011,70032
16/10/2003,1048.645599,460420.4063,6453750.5,-1008.614014,HORDALAND GP.,Utsira Fm.,18.67988205,0.930368066,0.922552347,1.041853309,,134.6375427,,,151.5197144,501.7316284,34.15000153,,1.179880381,,65000
16/02/2016,1172.190396,476768.1563,6523588.5,-1145.825684,HORDALAND GP.,Skade Fm.,13.18174267,,0.868571341,0.860165179,2.117504358,83.0401001,0.494605422,4.719555378,142.1296845,,29.37562752,,,0.002374183,65000
15/09/2015,2486.792,436805.9063,6463012,-2461.484131,SHETLAND GP.,Tor Fm.,12.43854237,3.748400211,3.748400211,3.671919346,2.545017242,9.118479729,0.112346619,7.109491348,65.50270844,91.76264954,4.987814426,,3.938538551,-0.037129503,70032
16/2-11 A,959.3791995,475292.1563,6518438.5,-932.6965942,HORDALAND GP.,Skade Fm.,12.3222456,,1.107172608,1.094842076,1.918710232,117.6618805,0.489533216,3.064332962,148.8877716,,44.27785111,,,-0.004588163,65000
15/09/2017,681.7339984,438591.5313,6478951.5,-659.7180176,NORDLAND GP.,,18.87498474,,1.881802321,2.390594006,2.152296543,72.37695313,,2.23050046,136.3764496,13.98151588,20.96277809,,,-0.00879774,65000
15/09/2017,1863.229998,438597.2188,6478955.5,-1841.155762,HORDALAND GP.,Utsira Fm.,13.61597824,0.804279387,0.755770683,0.847012103,2.04646945,69.86159515,0.528432906,2.891312838,139.3884888,38.38404846,10.96417809,,,-0.002165231,70000
16/10/2003,580.4855993,460418.1875,6453752,-540.4672852,NORDLAND GP.,,18.0003376,0.885702014,0.891587734,1.353699207,,125.4314117,,,166.532074,497.8410645,47,,0.500333071,,65000
16/10/2005,2700.940387,448702.125,6429296.5,-2657.431152,SHETLAND GP.,Hidra Fm.,8.544906616,3.082881928,2.991977215,2.96794796,2.543825626,33.9349823,0.107967883,8.037894249,73.9937973,,48.80295944,140.3267212,0.044906516,0.019336695,70000
16/11-1 ST3,2832.193201,,,,ZECHSTEIN GP.,Smith Bank Fm.,12.32185364,,,,,5.666055679,,,68.3499527,,2.662970543,,,,88000
16/02/2016,918.8063961,476768.1563,6523588,-892.4417725,NORDLAND GP.,Utsira Fm.,12.47221565,,1.457800865,1.454681158,2.160705805,96.94721985,0.387511879,3.471581936,134.4731445,,31.52228546,,,0.005639949,65000
16/02/2016,1222.654396,476768.1563,6523588.5,-1196.289551,HORDALAND GP.,Skade Fm.,12.63386726,,0.808660448,0.798913896,2.010482788,91.84126282,0.524861217,3.568362713,146.2333221,,20.29881287,,,0.015304931,65000
16/2-11 A,2048.1552,475567.7813,6519051,-1774.614258,SHETLAND GP.,Svarte Fm.,12.51812935,,2.452229738,2.534832001,2.511450529,44.91053009,0.161186293,4.595755577,85.70614624,,14.92430973,180.5868225,,-0.013973757,70000
16/2-11 A,748.5551995,475279.0938,6518414,-724.5496826,NORDLAND GP.,,13.20003796,,1.40416646,1.462634563,,105.9451523,,,139.7216492,,27.47169304,,,-0.013206871,65000
15/09/2013,1883.656,437631.1875,6470978.5,-1858.48291,HORDALAND GP.,Utsira Fm.,12.83219814,,0.799586475,0.781734288,2.134501457,74.00933838,0.478726894,3.470397472,143.6926727,62.74222946,35.60618591,,,-0.001389549,65000
15/09/2013,1472.344,437640.125,6470978,-1447.281738,HORDALAND GP.,Utsira Fm.,14.99491787,,1.057668924,1.105563998,2.025590897,86.23688507,0.455034167,2.728058815,139.0599213,55.05121231,20.08911133,,,0.011396993,65000
15/09/2013,2167.288,437622.7188,6470981,-2141.962158,HORDALAND GP.,Utsira Fm.,23.3125,,0.523654759,0.48638317,2.188501358,48.06877136,0.50997448,3.873176575,120.9271164,67.80279541,54.25632477,,,0.005120651,65000
16/10/2001,555.8477898,444151.875,6435549.5,-530.8057251,NORDLAND GP.,,17.9664402,0.619074941,0.397384256,0.389078558,,106.352356,,,162.4937439,75.63706207,18.64563751,,0.466440082,,65000
16/11-1 ST3,2177.985201,,,,VESTLAND GP.,Sandnes Fm.,12.6980257,3.022233963,,,2.391274929,24.02877045,0.114598848,,70.97335815,,6.035413742,,,-0.000208805,30000
16/11-1 ST3,763.6252007,474566.75,6436486,-736.6154785,NORDLAND GP.,,12.33600903,,1.188750386,0.954001725,,64.42409515,,,195.8612824,48.6164093,5.326406479,,,,65000
16/10/2003,2714.109599,460453.7813,6453745.5,-2673.56665,VESTLAND GP.,Smith Bank Fm.,8.537214279,1.623687744,1.626490712,2.259226322,2.521531344,122.6949997,0.248754919,3.133240938,86.00688934,,21.92000008,162.1035461,0.037214663,-0.006538966,65000
16/2-11 A,1561.1472,475436.5938,6518741.5,-1423.031372,HORDALAND GP.,Skade Fm.,12.82663441,,1.092849135,1.215924144,2.125717163,121.834549,0.485234499,4.215933323,138.1077576,,32.21381378,,,-0.00427279,65000
16/11-1 ST3,890.2412007,474567.125,6436486.5,-863.2299194,NORDLAND GP.,,12.93108845,,1.415808439,1.318539977,,55.95650864,,,174.4381714,49.53443146,5.385735989,,,,65000
16/11-1 ST3,2870.497201,,,,ZECHSTEIN GP.,Smith Bank Fm.,12.28356934,,,,,3.307054997,,,68.39026642,,5.684919834,,,,88000
16/10/2003,537.3175993,460417.9063,6453752,-497.3008118,NORDLAND GP.,,17.93659592,0.871688724,0.868492007,1.279509306,,123.8349075,,,169.3202057,480.7403565,37.40999985,,0.436594009,,65000
16/10/2003,2672.613599,460452.0625,6453745,-2632.10791,VESTLAND GP.,Smith Bank Fm.,8.770999908,1.497336149,1.504369855,1.909099937,2.504774809,119.2744827,0.287442178,3.350699425,87.11269379,,17.76000023,164.7104187,0.271000266,0.002464398,65000
15/09/2013,1450.456,437640.375,6470978,-1425.395386,HORDALAND GP.,Utsira Fm.,13.81123161,,1.114682555,1.095379353,1.99701643,92.66641998,0.470592171,2.801462889,141.7162933,57.862957,30.55604744,,,0.003358754,65000
16/10/2001,2105.94379,444157.9063,6435556,-2080.814209,HORDALAND GP.,Utsira Fm.,13.03846741,,0.446915567,0.381415904,2.097315311,59.90546417,0.406856239,11.41904926,143.5935516,89.07796478,11.5261507,,0.538467825,-0.017097266,65000
15/09/2013,740.008,437642.7813,6470973.5,-714.9770508,NORDLAND GP.,,18.97265434,,1.128302455,1.348511696,2.059572697,80.7731781,,2.456833363,161.2969055,31.41200638,42.94906998,,,-0.00558697,65000
16/11-1 ST3,991.9292007,474567.4375,6436487,-964.916626,HORDALAND GP.,,13.48188973,,1.223895788,1.096853495,,59.99322891,,,159.2727203,48.84013748,6.535900116,,,,65000
16/2-11 A,1124.603199,475325.4375,6518492.5,-1084.927734,HORDALAND GP.,Skade Fm.,12.20464325,,0.750999689,0.74572593,2.092555761,38.94818497,0.30340752,2.069667339,133.022995,,47.47617722,,,-0.022123888,30000
16/11-1 ST3,2625.929201,,,,ZECHSTEIN GP.,Smith Bank Fm.,12.42862225,,,,,6.232776642,,,68.43204498,,2.351045132,,,,88000
15/09/2015,975.912,436814.6563,6462990.5,-950.8902588,NORDLAND GP.,Utsira Fm.,17.11825752,0.705400288,0.705400288,0.807727873,2.018807888,30.83807755,,3.899972677,150.2995453,55.63768005,39.67237854,,-0.381739378,0.014322675,30000
16/10/2003,2643.885599,460450.9688,6453744.5,-2603.401611,VESTLAND GP.,Smith Bank Fm.,8.641965866,1.546635389,1.545588732,1.924343467,2.519872427,117.4751282,0.247756392,2.942681551,88.20000458,,19.29999924,165.9354096,0.141966224,0.008612011,65000
16/10/2001,3062.63179,444184.25,6435594,-3036.062988,VESTLAND GP.,Skagerrak Fm.,9.35100174,,3.693227053,2.775130034,2.631463051,46.10839081,0.234939694,2.294787884,69.44161224,119.4648209,3.603028536,,0.85100168,0.001555351,30000
16/1-6 A,1532.571735,459498.6875,6539513.5,-1483.119751,HORDALAND GP.,Grid Fm.,8.272656441,,0.838830531,0.661170065,1.985906839,34.78032684,0.389976591,2.03386569,127.4143524,,95.1068573,,,,30000
16/11-1 ST3,1889.793201,,,,SHETLAND GP.,Hod Fm.,13.59112644,1.385291934,,,2.421799898,8.65662384,0.138437063,,75.81197357,,7.72798872,,,-0.012668751,70032
15/09/2013,2933.672,437608.0313,6470984,-2908.173584,VESTLAND GP.,Smith Bank Fm.,8.467721939,,2.202126503,2.149629116,2.535144806,102.7410278,0.292167127,3.568658114,88.61734009,125.8161697,4.162820339,,,-0.008996811,65000
16/10/2003,1715.317599,460425.9063,6453749,-1675.244629,HORDALAND GP.,Utsira Fm.,12.67728519,0.774580479,0.773433983,0.930181384,2.120535135,125.3750076,,4.1250844,141.8298798,87.86997986,40.09999847,,0.427286387,0.029943388,65030
15/09/2015,3173.68,436791.375,6463021,-3148.107666,HEGRE GP.,Skagerrak Fm.,7.667364597,0.88647753,0.88647753,0.641139865,2.323658228,44.04233551,0.250995845,6.677499771,84.49655914,111.6409683,28.81426621,,-0.832635343,-0.016568329,30000
16/02/2016,1003.470396,476768.125,6523588,-977.1057129,HORDALAND GP.,Utsira Fm.,12.38739586,,1.228319407,1.236757517,2.079216719,106.764679,0.515829802,3.785575151,145.2016907,,26.53184128,,,0.00793968,65000
16/10/2002,2883.545202,443274.375,6444986.5,-2856.283203,VESTLAND GP.,Hugin Fm.,8.428902626,,1.228020549,0.293308467,2.23525691,36.62740326,0.252473742,5.446495056,87.37097168,34.92499924,,,-0.071097963,0.008271867,30000
16/10/2003,1589.157599,460424.4688,6453750.5,-1549.100098,HORDALAND GP.,Utsira Fm.,12.79254246,0.680456638,0.684206307,0.811798155,2.147090673,119.6693649,,4.225140095,136.8835144,87.24393463,31.09999847,,0.542543292,0.028552666,65000
15/09/2013,2552.152,437615.2188,6470981.5,-2526.74585,SHETLAND GP.,Tor Fm.,12.32722473,,7.618625164,6.781160831,2.603922129,12.08660317,0.113984518,4.65740633,60.93044663,91.09539032,3.790956736,,,-0.013342073,70000
15/09/2015,1646.08,436812.2188,6462994.5,-1621.013306,HORDALAND GP.,Utsira Fm.,13.68097687,1.012093186,1.012093186,0.942544282,2.04420495,83.24099731,0.471036017,2.4693892,144.2972412,66.78423309,54.60739136,,1.430974603,0.045381784,65000
16/11-1 ST3,2361.753201,,,,ZECHSTEIN GP.,Smith Bank Fm.,12.61299133,,,,,5.003194332,0.038251426,,68.34733582,,9.931324959,,,,88000
15/09/2017,523.6539984,438591.9688,6478951.5,-501.6400452,NORDLAND GP.,,17.91300201,,1.120917082,1.387540937,1.970429778,85.47976685,,2.418494225,168.4776459,-1.113992691,51.02850342,,,0.001832374,65000
16/2-11 A,1256.083199,475355.9375,6518555,-1196.426147,HORDALAND GP.,Skade Fm.,12.32414055,,0.925766051,0.92567873,1.958561659,107.7859039,0.549007714,3.874871492,145.6146851,,37.67208481,,,-0.003383856,65000
15/09/2015,2278.552,436806.875,6463009.5,-2253.265381,ROGALAND GP.,Sele Fm.,13.14932632,0.810075283,0.810075283,0.619285703,2.391175032,59.91111755,0.411291003,3.551347733,116.6425476,85.05561066,21.81466293,,0.899330318,0.116154015,65000
16/11-1 ST3,912.4332007,474567.1875,6436486.5,-885.4216309,NORDLAND GP.,,12.4400835,,1.349916101,1.205156446,,65.02029419,,,194.7161713,49.35947418,11.63234425,,,,65000
16/2-11 A,774.0911995,475278.9375,6518414,-750.0812378,NORDLAND GP.,,12.24761581,,1.1813308,1.171615958,2.171959639,152.5830536,0.501516759,4.538204193,145.1882172,,15.06886959,,,0.00749266,65000
15/09/2017,3022.685998,438596.4375,6478967.5,-3000.469238,VESTLAND GP.,Smith Bank Fm.,6.234109402,2.466862917,2.334703207,2.053996801,2.537919044,107.6035309,0.272227615,3.871762276,88.29489136,70.34603119,2.97748661,,,0.021428336,65000
16/2-11 A,735.7871995,475279.1563,6518414,-711.7820435,NORDLAND GP.,,12.69190693,,1.454351783,1.515529633,,113.3744812,,,156.3724213,,29.66836166,,,,65000
16/01/2002,2851.084002,455221.3438,6533321.5,-2826.083984,ROTLIEGENDES GP.,Kupferschiefer Fm.,8.373134613,5.49536705,5.5129385,2.223572969,2.444349289,146.5268097,0.145409823,,70.05812836,91.82995606,223.2508392,,,0.140669003,30000
15/09/2017,2605.597998,438596.1563,6478968,-2583.402344,SHETLAND GP.,Tor Fm.,12.35200119,8.570392609,4.049056053,5.480041981,2.528793097,13.65877152,0.099080078,6.767580509,72.8063736,42.13936234,6.596298695,,,0.009295502,70000
16/10/2001,479.2397898,444152,6435549.5,-454.1996765,NORDLAND GP.,,18.91725349,,2.43089509,1.847748637,,58.97938919,,,180.7021179,59.89771652,9.87469101,,-7.082746506,,65000
16/11-1 ST3,1856.657201,,,,SHETLAND GP.,Hod Fm.,14.04591942,0.967679501,,,2.335590601,5.959136009,0.173629284,,84.21964264,,17.47106361,,,-0.010399842,70032
15/09/2017,882.2219984,438591.5938,6478952.5,-860.1999512,NORDLAND GP.,Utsira Fm.,17.41469193,,0.691328943,0.86597383,1.987375855,25.40055466,,1.713659167,145.6177521,26.86128044,68.23685455,,,-0.008133822,30000
15/09/2017,2905.037998,438597.4375,6478968.5,-2882.831543,VESTLAND GP.,Smith Bank Fm.,8.726599693,2.72734642,1.985753894,1.736856937,2.520040035,89.35248566,0.246153012,3.898495913,87.73647308,56.03981781,2.282307863,,,-0.003205001,65000
16/10/2003,613.1655993,460418.4688,6453752,-573.1456299,NORDLAND GP.,,19.2865181,1.113574028,1.106706023,1.791242003,,122.5389481,,,141.6339264,501.8607483,33.13000107,,1.786516905,,65000
15/09/2015,3014.536,436795.5938,6463019,-2989.036377,HEGRE GP.,Skagerrak Fm.,7.580378056,0.827772915,0.827772915,0.497484833,2.313555241,43.94536591,0.263145506,7.882240772,84.31266785,93.23284149,19.05562592,,-0.919621944,-0.03952482,30000
15/09/2015,2744.28,436803.1563,6463016,-2718.913818,CROMER KNOLL GP.,Blodoeks Fm.,8.657399178,3.59553957,3.59553957,2.655219555,2.433592558,32.93204117,0.16075927,9.5011549,74.35301971,109.9808273,14.79335117,,0.15739885,-0.048224527,80000
15/09/2013,1192.208,437640.7813,6470976.5,-1167.157104,HORDALAND GP.,Utsira Fm.,21.82703972,,0.851312995,1.217761517,1.820396781,37.73471451,0.61390239,5.471978664,149.2042694,47.65144348,54.57290268,,,0.001647372,30000
16/02/2016,839.6143961,476768.1875,6523588,-813.2497559,NORDLAND GP.,Utsira Fm.,12.69151211,,0.738443494,0.74334228,2.041152716,46.3571434,0.401570439,3.801774979,153.1669006,,31.62240982,,,0.006678664,30000
15/09/2017,1334.421998,438594,6478952,-1312.383911,HORDALAND GP.,Utsira Fm.,14.04699993,0.992075682,1.087270021,1.182631016,1.931320429,77.26409912,0.512683094,2.886866093,156.5557709,33.93931961,19.39233398,,,-0.004209326,65000
16/2-11 A,738.6751995,475279.1563,6518414,-714.6700439,NORDLAND GP.,,12.79876995,,1.436379314,1.501071453,,119.1222305,,,151.8595581,,28.44479179,,,,65000
15/09/2017,1430.029998,438593.9375,6478952,-1407.991577,HORDALAND GP.,Utsira Fm.,13.06942844,0.873976708,1.228121519,1.270578265,1.944918752,77.55191803,0.549516797,2.550616026,147.734787,34.2295723,13.90675259,,,0.001945727,65000
16/11-1 ST3,1197.585201,474568.0625,6436487.5,-1170.569946,HORDALAND GP.,,12.18106175,,1.005117059,0.860032082,,54.02941895,,,172.2830963,50.40426254,7.250622749,,,,65000
16/2-11 A,1968.6592,475550.25,6519005,-1712.13147,SHETLAND GP.,Hod Fm.,12.48693752,,3.230462551,3.610179901,2.482542753,26.69896698,0.17306751,4.912326336,81.77747345,,3.242562532,159.0088654,,0.00668095,80000
15/09/2015,1880.464,436811.0938,6462999.5,-1855.332886,HORDALAND GP.,Utsira Fm.,13.51314545,0.950937986,0.950937986,0.8772434,1.912127733,79.96546173,0.579911292,2.915635347,163.6089172,71.45763397,18.12612534,,1.263147116,0.091390014,65000
16/10/2001,1822.31179,444152.7188,6435554.5,-1797.232544,HORDALAND GP.,Utsira Fm.,13.4295311,,0.762153864,0.702981532,2.073601246,79.24953461,0.475649566,8.707251549,143.1117249,92.07154846,11.85844994,,0.929531276,-0.001096234,65000
16/10/2003,982.8295993,460420.25,6453750.5,-942.7984009,NORDLAND GP.,Utsira Fm.,17.19329262,0.373454392,0.372985005,0.548638046,,98.99729919,,,132.3944244,520.5735474,40.02999878,,-0.306707054,,30000
15/09/2017,2837.701998,438597.375,6478968.5,-2815.496338,VESTLAND GP.,Skagerrak Fm.,8.871840477,2.522074461,1.800554991,1.567854524,2.49182868,75.85890961,0.254351497,4.880505562,88.08681488,48.78961563,3.611232996,,,0.025946183,65000
16/10/2001,2491.87179,444163.875,6435562,-2466.630127,SHETLAND GP.,Hod Fm.,12.3125,,5.153697968,4.368928433,2.584817886,24.94818306,0.075122267,5.572384834,64.90965271,101.3905106,2.237460375,,-0.1875,-0.022854464,70032
16/10/2003,2058.989599,460435.3125,6453744.5,-2018.737549,SHETLAND GP.,Ekofisk Fm.,13.94325733,0.585871697,0.603482068,0.646211386,2.275908232,56.18511581,,4.44340086,93.36315155,89.65853882,26.60000038,,1.693257928,0.051630136,70032
16/2-11 A,1069.883199,475312.5625,6518471.5,-1036.146118,HORDALAND GP.,Skade Fm.,12.32121086,,1.563742995,1.567458391,2.171435595,120.3605804,0.492550194,4.253715038,129.6698761,,26.54193497,,,-0.008844879,65000
16/2-11 A,2351.2432,475635.875,6519185.5,-2037.238403,HEGRE GP.,Skagerrak Fm.,8.519838333,,2.652273893,2.681552649,2.450115681,79.47338867,0.193211749,3.306180954,73.85300446,,12.96111965,165.5182953,,0.009149211,65030
16/1-6 A,1353.515735,459498,6539439.5,-1321.026001,HORDALAND GP.,Skade Fm.,8.362831116,,0.934544325,0.93507731,2.146584511,70.92427826,0.433721304,3.279680729,139.478775,,56.95267105,,,,65000
15/09/2017,529.7339984,438591.9688,6478951.5,-507.7200317,NORDLAND GP.,,19.78715324,,1.438820362,1.736675382,2.053949356,73.6799469,,2.360109806,164.9635925,7.238182545,25.96337891,,,-0.00692672,65000
16/1-6 A,1206.075735,459499.3438,6539422.5,-1175.046875,HORDALAND GP.,Skade Fm.,11.93795204,,0.981371462,1.079490542,1.93681252,64.13748932,0.492910951,4.372673511,138.4002533,,21.58038521,,,,65000
15/09/2013,1879.704,437631.2813,6470978.5,-1854.532227,HORDALAND GP.,Utsira Fm.,13.53428078,,0.882523298,0.736668468,2.047538757,77.35368347,0.590434313,2.880504608,143.7458191,63.03983688,33.2654686,,,0.015953748,65000
16/10/2005,3026.524387,,,,VESTLAND GP.,Bryne Fm.,8.567434311,,,,2.409457207,37.61725617,,5.624290943,,,65.26296234,,0.067434624,-0.011235012,30000
16/10/2003,1406.757599,460423.1563,6453751.5,-1366.708252,HORDALAND GP.,Utsira Fm.,12.91334724,1.040890336,1.048808932,1.317866921,2.111214161,120.7706223,,6.487949848,134.8301239,87.29013825,29.98566628,,0.954643965,0.059871402,65000
16/2-11 A,766.4911995,475278.9375,6518414,-742.484375,NORDLAND GP.,,12.22965908,,1.335044026,1.346318007,2.184957743,131.8347473,0.457345158,5.042686462,133.4063568,,24.21983337,,,0.036714315,65000
16/2-11 A,2205.3232,475603.5313,6519123,-1909.409424,VIKING GP.,Intra Draupne Fm. Sst.,8.438768387,,10.64567757,14.23384762,2.165681601,41.26457214,0.211054385,3.293693781,101.4619141,,9.952802658,186.3911133,,0.006034303,30000
16/10/2003,1483.973599,460423.6875,6453751,-1443.921753,HORDALAND GP.,Utsira Fm.,12.99316502,0.817638576,0.816591322,1.0091784,2.115716219,111.8829498,,2.929013252,134.1869354,85.72657776,41,,0.743169546,0.010748056,65000
15/09/2017,1377.741998,438593.9688,6478952,-1355.703735,HORDALAND GP.,Utsira Fm.,12.88599491,1.205593944,1.411118031,1.53384614,1.892786622,75.82083893,0.499414146,3.270049095,144.5463409,36.71195221,22.48766136,,,0.003963893,65000
15/09/2015,1810.088,436811.6563,6462997.5,-1784.986084,HORDALAND GP.,Utsira Fm.,17.4161129,0.762139857,0.762139857,0.751965225,1.792281866,58.06752014,0.535439193,2.994414806,151.2618103,70.37187195,26.30513382,,5.1661129,0.097058475,65000
16/2-11 A,1939.3232,475543.4688,6518986.5,-1690.204346,SHETLAND GP.,Hod Fm.,13.34461021,,1.526126623,1.55918777,2.277957439,18.71778107,0.261702418,7.97526741,93.94515991,,9.36985302,187.1241303,,0.050741997,70000
15/09/2015,597.888,436818.2188,6462991.5,-572.8859253,NORDLAND GP.,,19.40137863,1.063061357,1.063061357,1.223758102,2.022293568,74.67604065,,2.307174683,162.933075,49.7373085,33.30648422,,1.901379704,0.006585534,65000
15/09/2017,2515.461998,438596.8438,6478967,-2493.276855,SHETLAND GP.,Tor Fm.,12.27333832,3.605319738,1.954688788,1.690541267,2.469741106,10.14009953,0.248691589,9.862026215,74.385849,32.03723526,4.751550674,,,0.032772832,70000
16/10/2003,572.4295993,460418.125,6453752,-532.4117432,NORDLAND GP.,,18.63492012,0.873410821,0.879454792,1.277108431,,130.4500275,,,164.8609161,495.5605469,33.09000015,,1.134921551,,65000
16/10/2001,1062.76779,444151.1563,6435550,-1037.718994,NORDLAND GP.,Utsira Fm.,17.158041,0.676293314,1.050273061,1.095479131,,109.0280075,,,147.6108551,71.62659454,20.57270622,,-0.341959089,,65000
16/10/2001,771.9917898,444150.9375,6435550,-746.9449463,NORDLAND GP.,,17.50760269,0.798521459,1.106186509,1.226594687,,115.7544556,,,153.3179627,77.76620483,21.44445038,,0.007602213,,65000
16/2-11 A,1438.6352,475402.0625,6518661.5,-1336.662476,HORDALAND GP.,Skade Fm.,12.39947701,,0.888870716,0.922176302,2.100700378,102.7444687,0.541277051,3.236736536,139.6699829,,47.63406372,,,6.31E-05,65000
16/11-1 ST3,1175.849201,474568,6436487.5,-1148.834351,HORDALAND GP.,,11.91821957,,1.055387735,0.821879864,,65.8248291,,,169.702179,50.48329926,9.320326805,,,,65000
15/09/2015,2554.736,436805.7188,6463012.5,-2529.425781,SHETLAND GP.,Tor Fm.,10.88357163,7.958078861,7.958078861,6.840125084,2.62245965,8.840366364,0.056429442,6.243793011,59.2428627,106.0114822,11.96578693,,2.38357544,-0.038914051,70032
16/11-1 ST3,2415.409201,,,,ZECHSTEIN GP.,Smith Bank Fm.,12.54590893,,,,,8.503671646,,,68.63076782,,5.809772491,,,,88000
16/10/2001,840.8477898,444150.8125,6435550,-815.7998047,NORDLAND GP.,,18.01114655,0.496175885,1.248493433,1.525213718,,103.5589447,,,140.7970276,77.30545044,22.00446129,,0.511147082,,65000
16/11-1 ST3,2460.401201,,,,ZECHSTEIN GP.,Smith Bank Fm.,12.46684837,,,,,7.115426064,,,68.57325745,,5.407334805,,,,88000
16/10/2003,2248.229599,460439.625,6453743,-2207.916748,SHETLAND GP.,Tor Fm.,8.87451458,0.394573152,0.392437249,0.467657685,2.228443623,49.39432907,0.265924334,4.856652737,91.47909546,,39.40999985,173.5712433,0.374514908,0.011162858,70032
15/09/2015,1031.544,436813.8438,6462990.5,-1006.515686,NORDLAND GP.,Utsira Fm.,17.06653214,0.733729124,0.733729124,0.80354178,2.035454273,30.60999107,,2.671701908,151.4087982,53.6748085,41.25706101,,-0.433466315,0.022975301,30000
